place,date,time,interviewer,id.individual,choice.card,version,Block,Sum,Sum.1,infmortality.1,reducedvis.1,morbidity.1,cost.1,infmortality.2,reducedvis.2,morbidity.2,cost.2,infmortality.3,reducedvis.3,morbidity.3,cost.3,infmortality.4,reducedvis.4,morbidity.4,cost.4,Q1.air.problem,Q2.affected,Q3.affected.winter,Q4a.ways.affected,Q4b.ways.affected,Q4c.ways.affected,Q4d.ways.affected,Q4e.ways.affected,Q4f.ways.affected,Q4g.text.ways.affected,Q.5.check.air,Q6.check.regular,Q7a.access.data,Q7b.access.data,Q7c.access.data,Q7d.access.data,Q7e.access.data,Q7f.access.data,Q7g.access.data,Q7h.text.access.data,Q8a.pollutant,Q8b.pollutant,Q8c.pollutant,Q8d.pollutant,Q8e.pollutant,Q8f.pollutant,Q8g.pollutant,Q8h.text.pollutant,Q9.comparison.air,Q10.satisfaction.govt,Q11.govt.action,Q11.text.govt.action,Q12.choice,Q13.bid1,Q13.response1,Q14.bid2,Q14.response2,Q15a.who,Q15b.who,Q15c.who,Q15d.who,Q15e.who,Q16a.la,Q16b.la,Q16c.la,Q16d.la,Q16e.la,Q16f.la,Q16g.la,Q16h.la,Q16i.la,Q16j.la,Q16k.la,Q16l.la,Q16m.la,Q16n.la,Q16o.la,Q17.gender.female,Q18.age,Q19.educ,Q20.occupation,Q21.residence,Q22.income,Q23.household,Q24.stay.southdelhi,PTAX,PNOMONEY,POTHER
PVR Priya,43662,3:00pm,Asif,13,4,1.5,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,2,0,0,3,500,1,700,1,5,2,4,2,6,5,5,1,4,5,3,5,5,4,5,4,5,2,5,5,0,21,2,2,0,2,6,21,0,0,0
PVR Priya,43662,3:00pm,Asif,13,5,1.5,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,2,0,0,2,500,1,700,1,5,2,4,2,6,5,5,1,4,5,3,5,5,4,5,4,5,2,5,5,0,21,2,2,0,2,6,21,0,0,0
Vasant Vihar,43662,3:30pm,Asif,14,1,2.1,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,odd/even,2,100,1,200,1,4,5,4,1,2,4,4,2,4,4,2,4,4,2,4,4,4,2,5,5,0,37,3,2,0,2,4,37,0,0,0
Vasant Vihar,43662,3:30pm,Asif,14,2,2.1,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,odd/even,1,100,1,200,1,4,5,4,1,2,4,4,2,4,4,2,4,4,2,4,4,4,2,5,5,0,37,3,2,0,2,4,37,0,0,0
Vasant Vihar,43662,3:30pm,Asif,14,3,2.1,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,odd/even,3,100,1,200,1,4,5,4,1,2,4,4,2,4,4,2,4,4,2,4,4,4,2,5,5,0,37,3,2,0,2,4,37,0,0,0
Vasant Vihar,43662,3:30pm,Asif,14,4,2.1,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,odd/even,2,100,1,200,1,4,5,4,1,2,4,4,2,4,4,2,4,4,2,4,4,4,2,5,5,0,37,3,2,0,2,4,37,0,0,0
Vasant Vihar,43662,3:30pm,Asif,14,5,2.1,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,odd/even,3,100,1,200,1,4,5,4,1,2,4,4,2,4,4,2,4,4,2,4,4,4,2,5,5,0,37,3,2,0,2,4,37,0,0,0
Vasant Vihar,43662,1:30pm,Asif,15,1,1.4,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,0,0,1,400,1,650,1,2,3,2,1,3,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,0,25,2,2,0,1,5,2,0,0,0
Vasant Vihar,43662,1:30pm,Asif,15,2,1.4,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,0,0,2,400,1,650,1,2,3,2,1,3,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,0,25,2,2,0,1,5,2,0,0,0
Vasant Vihar,43662,1:30pm,Asif,15,3,1.4,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,0,0,3,400,1,650,1,2,3,2,1,3,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,0,25,2,2,0,1,5,2,0,0,0
Vasant Vihar,43662,1:30pm,Asif,15,4,1.4,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,0,0,3,400,1,650,1,2,3,2,1,3,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,0,25,2,2,0,1,5,2,0,0,0
Vasant Vihar,43662,1:30pm,Asif,15,5,1.4,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,0,0,3,400,1,650,1,2,3,2,1,3,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,0,25,2,2,0,1,5,2,0,0,0
Vasant Vihar,43662,2:00pm,Asif,16,1,2.5,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,1,odd/even,3,500,0,250,1,3,3,4,4,3,4,4,2,4,4,2,4,4,4,4,5,4,3,4,4,1,30,3,2,0,2,5,10,0,0,0
Vasant Vihar,43662,2:00pm,Asif,16,2,2.5,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,1,odd/even,3,500,0,250,1,3,3,4,4,3,4,4,2,4,4,2,4,4,4,4,5,4,3,4,4,1,30,3,2,0,2,5,10,0,0,0
Vasant Vihar,43662,2:00pm,Asif,16,3,2.5,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,1,odd/even,3,500,0,250,1,3,3,4,4,3,4,4,2,4,4,2,4,4,4,4,5,4,3,4,4,1,30,3,2,0,2,5,10,0,0,0
Vasant Vihar,43662,2:00pm,Asif,16,4,2.5,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,1,odd/even,3,500,0,250,1,3,3,4,4,3,4,4,2,4,4,2,4,4,4,4,5,4,3,4,4,1,30,3,2,0,2,5,10,0,0,0
Vasant Vihar,43662,2:00pm,Asif,16,5,2.5,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,4,3,1,odd/even,3,500,0,250,1,3,3,4,4,3,4,4,2,4,4,2,4,4,4,4,5,4,3,4,4,1,30,3,2,0,2,5,10,0,0,0
Vasant Vihar,43662,4:00pm,Asif,17,1,1.3,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,1,Spraying in trees,3,300,1,600,0,2,2,4,2,5,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,1,25,3,2,0,3,2,25,0,0,0
Vasant Vihar,43662,4:00pm,Asif,17,2,1.3,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,1,Spraying in trees,2,300,1,600,0,2,2,4,2,5,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,1,25,3,2,0,3,2,25,0,0,0
Vasant Vihar,43662,4:00pm,Asif,17,3,1.3,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,1,Spraying in trees,3,300,1,600,0,2,2,4,2,5,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,1,25,3,2,0,3,2,25,0,0,0
Vasant Vihar,43662,4:00pm,Asif,17,4,1.3,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,1,Spraying in trees,3,300,1,600,0,2,2,4,2,5,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,1,25,3,2,0,3,2,25,0,0,0
Vasant Vihar,43662,4:00pm,Asif,17,5,1.3,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,4,1,Spraying in trees,3,300,1,600,0,2,2,4,2,5,4,4,4,5,5,5,5,5,5,5,2,5,5,5,5,1,25,3,2,0,3,2,25,0,0,0
JMI,43662,6:00pm,Asif,18,1,2.2,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,3,1,Penalty,2,200,1,400,0,2,2,5,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,35,1,1,0,1,6,20,0,0,0
JMI,43662,6:00pm,Asif,18,2,2.2,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,3,1,Penalty,3,200,1,400,0,2,2,5,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,35,1,1,0,1,6,20,0,0,0
JMI,43662,6:00pm,Asif,18,3,2.2,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,3,1,Penalty,4,200,1,400,0,2,2,5,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,35,1,1,0,1,6,20,0,0,0
JMI,43662,6:00pm,Asif,18,4,2.2,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,3,1,Penalty,1,200,1,400,0,2,2,5,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,35,1,1,0,1,6,20,0,0,0
JMI,43662,6:00pm,Asif,18,5,2.2,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,3,1,Penalty,4,200,1,400,0,2,2,5,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,35,1,1,0,1,6,20,0,0,0
Kalkaji,43666,2:15pm,Asif,19,1,1.4,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,6,5,0,0,4,400,0,200,0,4,4,5,4,4,4,4,2,5,4,2,4,4,2,2,4,4,2,4,4,1,22,3,2,0,1,5,1,0,1,0
Kalkaji,43666,2:15pm,Asif,19,2,1.4,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,6,5,0,0,4,400,0,200,0,4,4,5,4,4,4,4,2,5,4,2,4,4,2,2,4,4,2,4,4,1,22,3,2,0,1,5,1,0,1,0
Kalkaji,43666,2:15pm,Asif,19,3,1.4,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,6,5,0,0,4,400,0,200,0,4,4,5,4,4,4,4,2,5,4,2,4,4,2,2,4,4,2,4,4,1,22,3,2,0,1,5,1,0,1,0
Kalkaji,43666,2:15pm,Asif,19,4,1.4,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,6,5,0,0,4,400,0,200,0,4,4,5,4,4,4,4,2,5,4,2,4,4,2,2,4,4,2,4,4,1,22,3,2,0,1,5,1,0,1,0
Kalkaji,43666,2:15pm,Asif,19,5,1.4,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,6,5,0,0,4,400,0,200,0,4,4,5,4,4,4,4,2,5,4,2,4,4,2,2,4,4,2,4,4,1,22,3,2,0,1,5,1,0,1,0
Kalkaji,43666,1:30pm,Asif,20,1,1.2,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,0,0,4,200,0,100,0,1,2,3,2,2,5,5,2,4,4,2,4,4,2,2,2,2,2,4,4,0,45,1,2,0,1,12,45,0,1,0
Kalkaji,43666,1:30pm,Asif,20,2,1.2,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,0,0,4,200,0,100,0,1,2,3,2,2,5,5,2,4,4,2,4,4,2,2,2,2,2,4,4,0,45,1,2,0,1,12,45,0,1,0
Kalkaji,43666,1:30pm,Asif,20,3,1.2,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,0,0,4,200,0,100,0,1,2,3,2,2,5,5,2,4,4,2,4,4,2,2,2,2,2,4,4,0,45,1,2,0,1,12,45,0,1,0
Kalkaji,43666,1:30pm,Asif,20,4,1.2,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,0,0,4,200,0,100,0,1,2,3,2,2,5,5,2,4,4,2,4,4,2,2,2,2,2,4,4,0,45,1,2,0,1,12,45,0,1,0
Kalkaji,43666,1:30pm,Asif,20,5,1.2,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,0,0,4,200,0,100,0,1,2,3,2,2,5,5,2,4,4,2,4,4,2,2,2,2,2,4,4,0,45,1,2,0,1,12,45,0,1,0
Kalkaji,43666,12:40pm,Asif,21,1,1.6,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,showering plants and trees,2,600,0,300,1,5,2,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,0,20,1,1,0,1,4,20,0,0,0
Kalkaji,43666,12:40pm,Asif,21,2,1.6,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,showering plants and trees,3,600,0,300,1,5,2,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,0,20,1,1,0,1,4,20,0,0,0
Kalkaji,43666,12:40pm,Asif,21,3,1.6,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,showering plants and trees,1,600,0,300,1,5,2,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,0,20,1,1,0,1,4,20,0,0,0
Kalkaji,43666,12:40pm,Asif,21,4,1.6,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,showering plants and trees,4,600,0,300,1,5,2,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,0,20,1,1,0,1,4,20,0,0,0
Kalkaji,43666,12:40pm,Asif,21,5,1.6,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,4,1,showering plants and trees,4,600,0,300,1,5,2,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,0,20,1,1,0,1,4,20,0,0,0
Lajpat Nagar,43668,3:30pm,Asif,22,1,2.3,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,3,0,0,2,300,1,600,1,5,4,3,3,1,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,1,22,3,4,0,2,4,22,0,0,0
Lajpat Nagar,43668,3:30pm,Asif,22,2,2.3,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,3,0,0,1,300,1,600,1,5,4,3,3,1,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,1,22,3,4,0,2,4,22,0,0,0
Lajpat Nagar,43668,3:30pm,Asif,22,3,2.3,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,3,0,0,3,300,1,600,1,5,4,3,3,1,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,1,22,3,4,0,2,4,22,0,0,0
Lajpat Nagar,43668,3:30pm,Asif,22,4,2.3,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,3,0,0,2,300,1,600,1,5,4,3,3,1,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,1,22,3,4,0,2,4,22,0,0,0
Lajpat Nagar,43668,3:30pm,Asif,22,5,2.3,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,3,0,0,2,300,1,600,1,5,4,3,3,1,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,1,22,3,4,0,2,4,22,0,0,0
Lajpat Nagar,43668,2:30pm,Asif,23,1,2.1,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,1,cleaning  ,4,100,0,50,0,1,2,2,1,1,4,4,4,5,4,4,4,4,2,4,3,5,3,5,5,0,60,2,2,0,2,6,40,1,0,0
Lajpat Nagar,43668,2:30pm,Asif,23,2,2.1,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,1,cleaning  ,4,100,0,50,0,1,2,2,1,1,4,4,4,5,4,4,4,4,2,4,3,5,3,5,5,0,60,2,2,0,2,6,40,1,0,0
Lajpat Nagar,43668,2:30pm,Asif,23,3,2.1,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,1,cleaning  ,4,100,0,50,0,1,2,2,1,1,4,4,4,5,4,4,4,4,2,4,3,5,3,5,5,0,60,2,2,0,2,6,40,1,0,0
Lajpat Nagar,43668,2:30pm,Asif,23,4,2.1,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,1,cleaning  ,4,100,0,50,0,1,2,2,1,1,4,4,4,5,4,4,4,4,2,4,3,5,3,5,5,0,60,2,2,0,2,6,40,1,0,0
Lajpat Nagar,43668,2:30pm,Asif,23,5,2.1,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,1,cleaning  ,4,100,0,50,0,1,2,2,1,1,4,4,4,5,4,4,4,4,2,4,3,5,3,5,5,0,60,2,2,0,2,6,40,1,0,0
Lajpat Nagar,43668,1:00pm,Asif,24,1,1.3,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,"CNG, cleaning",2,300,1,600,0,5,4,5,2,2,5,4,2,4,4,4,4,4,2,4,4,4,2,4,4,0,23,3,2,0,2,8,9,0,0,0
Lajpat Nagar,43668,1:00pm,Asif,24,2,1.3,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,"CNG, cleaning",1,300,1,600,0,5,4,5,2,2,5,4,2,4,4,4,4,4,2,4,4,4,2,4,4,0,23,3,2,0,2,8,9,0,0,0
Lajpat Nagar,43668,1:00pm,Asif,24,3,1.3,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,"CNG, cleaning",1,300,1,600,0,5,4,5,2,2,5,4,2,4,4,4,4,4,2,4,4,4,2,4,4,0,23,3,2,0,2,8,9,0,0,0
Lajpat Nagar,43668,1:00pm,Asif,24,4,1.3,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,"CNG, cleaning",1,300,1,600,0,5,4,5,2,2,5,4,2,4,4,4,4,4,2,4,4,4,2,4,4,0,23,3,2,0,2,8,9,0,0,0
Lajpat Nagar,43668,1:00pm,Asif,24,5,1.3,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,"CNG, cleaning",1,300,1,600,0,5,4,5,2,2,5,4,2,4,4,4,4,4,2,4,4,4,2,4,4,0,23,3,2,0,2,8,9,0,0,0
Lajpat Nagar,43668,5:00pm,Asif,25,1,2.3,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,1,odd/even,1,300,1,600,0,5,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,1,65,2,5,0,3,5,40,0,0,0
Lajpat Nagar,43668,5:00pm,Asif,25,2,2.3,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,1,odd/even,1,300,1,600,0,5,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,1,65,2,5,0,3,5,40,0,0,0
Lajpat Nagar,43668,5:00pm,Asif,25,3,2.3,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,1,odd/even,3,300,1,600,0,5,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,1,65,2,5,0,3,5,40,0,0,0
Lajpat Nagar,43668,5:00pm,Asif,25,4,2.3,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,1,odd/even,3,300,1,600,0,5,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,1,65,2,5,0,3,5,40,0,0,0
Lajpat Nagar,43668,5:00pm,Asif,25,5,2.3,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,3,1,odd/even,3,300,1,600,0,5,3,3,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,1,65,2,5,0,3,5,40,0,0,0
