place,date,time,interviewer,id.individual,choice.card,version,Block,Sum,Sum.1,infmortality.1,reducedvis.1,morbidity.1,cost.1,infmortality.2,reducedvis.2,morbidity.2,cost.2,infmortality.3,reducedvis.3,morbidity.3,cost.3,infmortality.4,reducedvis.4,morbidity.4,cost.4,Q1.air.problem,Q2.affected,Q3.affected.winter,Q4a.ways.affected,Q4b.ways.affected,Q4c.ways.affected,Q4d.ways.affected,Q4e.ways.affected,Q4f.ways.affected,Q4g.text.ways.affected,Q.5.check.air,Q6.check.regular,Q7a.access.data,Q7b.access.data,Q7c.access.data,Q7d.access.data,Q7e.access.data,Q7f.access.data,Q7g.access.data,Q7h.text.access.data,Q8a.pollutant,Q8b.pollutant,Q8c.pollutant,Q8d.pollutant,Q8e.pollutant,Q8f.pollutant,Q8g.pollutant,Q8h.text.pollutant,Q9.comparison.air,Q10.satisfaction.govt,Q11.govt.action,Q11.text.govt.action,Q12.choice,Q13.bid1,Q13.response1,Q14.bid2,Q14.response2,Q15a.who,Q15b.who,Q15c.who,Q15d.who,Q15e.who,Q16a.la,Q16b.la,Q16c.la,Q16d.la,Q16e.la,Q16f.la,Q16g.la,Q16h.la,Q16i.la,Q16j.la,Q16k.la,Q16l.la,Q16m.la,Q16n.la,Q16o.la,Q17.gender.female,Q18.age,Q19.educ,Q20.occupation,Q21.residence,Q22.income,Q23.household,Q24.stay.southdelhi,PTAX,PNOMONEY,POTHER
Okhla,43705,12:45pm,Asif,255,1,1.6,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,1,Road side fourl ,3,600,1,800,0,4,4,4,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,18,3,4,0,3,5,18,0,0,0
Okhla,43705,12:45pm,Asif,255,2,1.6,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,1,Road side fourl ,3,600,1,800,0,4,4,4,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,18,3,4,0,3,5,18,0,0,0
Okhla,43705,12:45pm,Asif,255,3,1.6,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,1,Road side fourl ,3,600,1,800,0,4,4,4,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,18,3,4,0,3,5,18,0,0,0
Okhla,43705,12:45pm,Asif,255,4,1.6,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,1,Road side fourl ,3,600,1,800,0,4,4,4,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,18,3,4,0,3,5,18,0,0,0
Okhla,43705,12:45pm,Asif,255,5,1.6,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,1,Road side fourl ,3,600,1,800,0,4,4,4,3,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,0,18,3,4,0,3,5,18,0,0,0
JMI,43705,1Pm,Asif,256,1,2.6,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Ban on cracker & old car,1,600,1,800,0,4,4,4,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,18,3,4,0,3,4,18,0,0,0
JMI,43705,1Pm,Asif,256,2,2.6,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Ban on cracker & old car,1,600,1,800,0,4,4,4,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,18,3,4,0,3,4,18,0,0,0
JMI,43705,1Pm,Asif,256,3,2.6,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Ban on cracker & old car,1,600,1,800,0,4,4,4,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,18,3,4,0,3,4,18,0,0,0
JMI,43705,1Pm,Asif,256,4,2.6,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Ban on cracker & old car,1,600,1,800,0,4,4,4,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,18,3,4,0,3,4,18,0,0,0
JMI,43705,1Pm,Asif,256,5,2.6,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Ban on cracker & old car,1,600,1,800,0,4,4,4,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,18,3,4,0,3,4,18,0,0,0
JMI,43705,1:30PM,Asif,257,1,2.5,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,0,1,500,1,700,1,5,3,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,5,5,1,24,3,3,0,3,4,24,0,0,0
JMI,43705,1:30PM,Asif,257,2,2.5,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,0,1,500,1,700,1,5,3,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,5,5,1,24,3,3,0,3,4,24,0,0,0
JMI,43705,1:30PM,Asif,257,3,2.5,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,0,2,500,1,700,1,5,3,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,5,5,1,24,3,3,0,3,4,24,0,0,0
JMI,43705,1:30PM,Asif,257,4,2.5,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,0,2,500,1,700,1,5,3,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,5,5,1,24,3,3,0,3,4,24,0,0,0
JMI,43705,1:30PM,Asif,257,5,2.5,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,0,3,500,1,700,1,5,3,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,5,5,1,24,3,3,0,3,4,24,0,0,0
JMI,43705,2pm,Asif,258,1,1.5,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,2,5,0,0,1,500,1,700,0,3,3,2,1,2,5,5,2,4,5,2,4,5,2,5,5,5,4,5,5,1,25,3,3,0,1,3,6,0,0,0
JMI,43705,2pm,Asif,258,2,1.5,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,2,5,0,0,3,500,1,700,0,3,3,2,1,2,5,5,2,4,5,2,4,5,2,5,5,5,4,5,5,1,25,3,3,0,1,3,6,0,0,0
JMI,43705,2pm,Asif,258,3,1.5,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,2,5,0,0,1,500,1,700,0,3,3,2,1,2,5,5,2,4,5,2,4,5,2,5,5,5,4,5,5,1,25,3,3,0,1,3,6,0,0,0
JMI,43705,2pm,Asif,258,4,1.5,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,2,5,0,0,2,500,1,700,0,3,3,2,1,2,5,5,2,4,5,2,4,5,2,5,5,5,4,5,5,1,25,3,3,0,1,3,6,0,0,0
JMI,43705,2pm,Asif,258,5,1.5,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,2,5,0,0,2,500,1,700,0,3,3,2,1,2,5,5,2,4,5,2,4,5,2,5,5,5,4,5,5,1,25,3,3,0,1,3,6,0,0,0
JMI,43705,2:15pm,Asif,259,1,2.4,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,1,"Planting trees, regulate cracker",3,400,1,650,1,4,5,2,3,3,5,5,1,4,5,2,4,5,2,4,4,4,2,4,4,1,21,3,4,0,2,4,3,0,0,0
JMI,43705,2:15pm,Asif,259,2,2.4,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,1,"Planting trees, regulate cracker",1,400,1,650,1,4,5,2,3,3,5,5,1,4,5,2,4,5,2,4,4,4,2,4,4,1,21,3,4,0,2,4,3,0,0,0
JMI,43705,2:15pm,Asif,259,3,2.4,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,1,"Planting trees, regulate cracker",3,400,1,650,1,4,5,2,3,3,5,5,1,4,5,2,4,5,2,4,4,4,2,4,4,1,21,3,4,0,2,4,3,0,0,0
JMI,43705,2:15pm,Asif,259,4,2.4,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,1,"Planting trees, regulate cracker",1,400,1,650,1,4,5,2,3,3,5,5,1,4,5,2,4,5,2,4,4,4,2,4,4,1,21,3,4,0,2,4,3,0,0,0
JMI,43705,2:15pm,Asif,259,5,2.4,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,1,"Planting trees, regulate cracker",3,400,1,650,1,4,5,2,3,3,5,5,1,4,5,2,4,5,2,4,4,4,2,4,4,1,21,3,4,0,2,4,3,0,0,0
JMI,43705,2:30pm,Asif,260,1,2.3,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,3,4,1,"odd/even, CNG promote",2,300,1,600,1,6,5,4,6,2,5,4,2,4,5,2,4,5,3,4,4,4,2,5,5,0,20,3,4,0,2,4,15,0,0,0
JMI,43705,2:30pm,Asif,260,2,2.3,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,3,4,1,"odd/even, CNG promote",2,300,1,600,1,6,5,4,6,2,5,4,2,4,5,2,4,5,3,4,4,4,2,5,5,0,20,3,4,0,2,4,15,0,0,0
JMI,43705,2:30pm,Asif,260,3,2.3,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,3,4,1,"odd/even, CNG promote",2,300,1,600,1,6,5,4,6,2,5,4,2,4,5,2,4,5,3,4,4,4,2,5,5,0,20,3,4,0,2,4,15,0,0,0
JMI,43705,2:30pm,Asif,260,4,2.3,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,3,4,1,"odd/even, CNG promote",2,300,1,600,1,6,5,4,6,2,5,4,2,4,5,2,4,5,3,4,4,4,2,5,5,0,20,3,4,0,2,4,15,0,0,0
JMI,43705,2:30pm,Asif,260,5,2.3,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,3,4,1,"odd/even, CNG promote",2,300,1,600,1,6,5,4,6,2,5,4,2,4,5,2,4,5,3,4,4,4,2,5,5,0,20,3,4,0,2,4,15,0,0,0
JMI,43705,3pm,Asif,261,1,2.2,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,4,3,1,odd/even,2,200,0,100,1,5,4,6,6,4,3,4,1,5,4,4,4,4,3,4,5,4,2,4,4,0,18,2,4,0,2,5,12,0,0,0
JMI,43705,3pm,Asif,261,2,2.2,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,4,3,1,odd/even,3,200,0,100,1,5,4,6,6,4,3,4,1,5,4,4,4,4,3,4,5,4,2,4,4,0,18,2,4,0,2,5,12,0,0,0
JMI,43705,3pm,Asif,261,3,2.2,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,4,3,1,odd/even,1,200,0,100,1,5,4,6,6,4,3,4,1,5,4,4,4,4,3,4,5,4,2,4,4,0,18,2,4,0,2,5,12,0,0,0
JMI,43705,3pm,Asif,261,4,2.2,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,4,3,1,odd/even,2,200,0,100,1,5,4,6,6,4,3,4,1,5,4,4,4,4,3,4,5,4,2,4,4,0,18,2,4,0,2,5,12,0,0,0
JMI,43705,3pm,Asif,261,5,2.2,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,4,3,1,odd/even,3,200,0,100,1,5,4,6,6,4,3,4,1,5,4,4,4,4,3,4,5,4,2,4,4,0,18,2,4,0,2,5,12,0,0,0
JMI,43705,3:30pm,Asif,262,1,1.4,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,odd/even,2,400,1,650,0,4,2,2,2,2,5,5,2,5,5,1,5,5,1,5,5,5,1,5,5,0,21,3,4,0,2,6,4,0,0,0
JMI,43705,3:30pm,Asif,262,2,1.4,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,odd/even,1,400,1,650,0,4,2,2,2,2,5,5,2,5,5,1,5,5,1,5,5,5,1,5,5,0,21,3,4,0,2,6,4,0,0,0
JMI,43705,3:30pm,Asif,262,3,1.4,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,odd/even,3,400,1,650,0,4,2,2,2,2,5,5,2,5,5,1,5,5,1,5,5,5,1,5,5,0,21,3,4,0,2,6,4,0,0,0
JMI,43705,3:30pm,Asif,262,4,1.4,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,odd/even,1,400,1,650,0,4,2,2,2,2,5,5,2,5,5,1,5,5,1,5,5,5,1,5,5,0,21,3,4,0,2,6,4,0,0,0
JMI,43705,3:30pm,Asif,262,5,1.4,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2,4,1,odd/even,3,400,1,650,0,4,2,2,2,2,5,5,2,5,5,1,5,5,1,5,5,5,1,5,5,0,21,3,4,0,2,6,4,0,0,0
JMI,43705,5pm,Asif,263,1,2.1,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,2,3,1,"odd/even, ban cracker",2,100,1,200,1,2,2,2,2,2,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,20,3,4,0,2,5,4,0,0,0
JMI,43705,5pm,Asif,263,2,2.1,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,2,3,1,"odd/even, ban cracker",1,100,1,200,1,2,2,2,2,2,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,20,3,4,0,2,5,4,0,0,0
JMI,43705,5pm,Asif,263,3,2.1,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,2,3,1,"odd/even, ban cracker",1,100,1,200,1,2,2,2,2,2,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,20,3,4,0,2,5,4,0,0,0
JMI,43705,5pm,Asif,263,4,2.1,2,6,6,12,10,4,30,4,20,6,15,4,10,8,60,15,25,10,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,2,3,1,"odd/even, ban cracker",2,100,1,200,1,2,2,2,2,2,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,20,3,4,0,2,5,4,0,0,0
JMI,43705,5pm,Asif,263,5,2.1,2,7,7,4,15,6,60,12,10,4,30,8,15,4,15,15,25,10,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,2,3,1,"odd/even, ban cracker",3,100,1,200,1,2,2,2,2,2,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,20,3,4,0,2,5,4,0,0,0
JMI,43705,4PM,Asif,264,1,1.3,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,2,4,1,odd/even,1,300,1,600,1,2,2,2,3,3,5,5,1,4,5,2,4,4,2,4,5,4,2,5,5,1,19,3,4,0,2,5,20,0,0,0
JMI,43705,4PM,Asif,264,2,1.3,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,2,4,1,odd/even,3,300,1,600,1,2,2,2,3,3,5,5,1,4,5,2,4,4,2,4,5,4,2,5,5,1,19,3,4,0,2,5,20,0,0,0
JMI,43705,4PM,Asif,264,3,1.3,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,2,4,1,odd/even,1,300,1,600,1,2,2,2,3,3,5,5,1,4,5,2,4,4,2,4,5,4,2,5,5,1,19,3,4,0,2,5,20,0,0,0
JMI,43705,4PM,Asif,264,4,1.3,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,2,4,1,odd/even,3,300,1,600,1,2,2,2,3,3,5,5,1,4,5,2,4,4,2,4,5,4,2,5,5,1,19,3,4,0,2,5,20,0,0,0
JMI,43705,4PM,Asif,264,5,1.3,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,2,4,1,odd/even,2,300,1,600,1,2,2,2,3,3,5,5,1,4,5,2,4,4,2,4,5,4,2,5,5,1,19,3,4,0,2,5,20,0,0,0
JMI,43705,4:15PM,Asif,265,1,1.2,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,5,0,0,2,200,1,400,0,2,2,5,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,60,1,1,0,1,12,40,0,0,0
JMI,43705,4:15PM,Asif,265,2,1.2,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,5,0,0,1,200,1,400,0,2,2,5,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,60,1,1,0,1,12,40,0,0,0
JMI,43705,4:15PM,Asif,265,3,1.2,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,5,0,0,1,200,1,400,0,2,2,5,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,60,1,1,0,1,12,40,0,0,0
JMI,43705,4:15PM,Asif,265,4,1.2,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,5,0,0,1,200,1,400,0,2,2,5,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,60,1,1,0,1,12,40,0,0,0
JMI,43705,4:15PM,Asif,265,5,1.2,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,5,0,0,1,200,1,400,0,2,2,5,2,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,1,60,1,1,0,1,12,40,0,0,0
JMI,43705,5pm,Asif,266,1,1.6,1,2,2,8,10,6,60,4,15,8,15,8,20,4,30,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,1,DELHI air action plan,3,600,1,800,1,3,4,3,3,5,4,4,1,5,4,2,4,4,2,4,4,4,2,5,5,1,23,3,4,0,3,5,5,0,0,0
JMI,43705,5pm,Asif,266,2,1.6,1,3,3,12,15,6,45,12,10,8,45,4,15,8,15,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,1,DELHI air action plan,2,600,1,800,1,3,4,3,3,5,4,4,1,5,4,2,4,4,2,4,4,4,2,5,5,1,23,3,4,0,3,5,5,0,0,0
JMI,43705,5pm,Asif,266,3,1.6,1,4,4,4,20,8,30,8,15,4,30,12,10,4,45,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,1,DELHI air action plan,2,600,1,800,1,3,4,3,3,5,4,4,1,5,4,2,4,4,2,4,4,4,2,5,5,1,23,3,4,0,3,5,5,0,0,0
JMI,43705,5pm,Asif,266,4,1.6,1,5,5,8,15,6,15,12,10,4,30,8,20,4,60,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,1,DELHI air action plan,2,600,1,800,1,3,4,3,3,5,4,4,1,5,4,2,4,4,2,4,4,4,2,5,5,1,23,3,4,0,3,5,5,0,0,0
JMI,43705,5pm,Asif,266,5,1.6,1,6,6,8,15,8,30,4,20,4,45,12,15,6,30,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,1,DELHI air action plan,3,600,1,800,1,3,4,3,3,5,4,4,1,5,4,2,4,4,2,4,4,4,2,5,5,1,23,3,4,0,3,5,5,0,0,0
JMI,43705,5:45pm,Asif,267,1,2.6,2,3,3,12,20,4,45,8,10,8,15,8,20,6,45,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,2,600,1,800,1,5,3,1,1,3,5,4,2,5,4,2,4,4,2,5,4,4,2,5,5,0,25,3,4,0,2,6,7,0,0,0
JMI,43705,5:45pm,Asif,267,2,2.6,2,4,4,8,20,4,15,4,10,8,60,8,15,6,15,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,3,600,1,800,1,5,3,1,1,3,5,4,2,5,4,2,4,4,2,5,4,4,2,5,5,0,25,3,4,0,2,6,7,0,0,0
JMI,43705,5:45pm,Asif,267,3,2.6,2,5,5,4,10,8,15,8,20,6,60,12,20,4,30,15,25,10,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,2,600,1,800,1,5,3,1,1,3,5,4,2,5,4,2,4,4,2,5,4,4,2,5,5,0,25,3,4,0,2,6,7,0,0,0
